chromosome	position	type	base_depth	exact_kmer_count	inexact_kmer_count	sum_kmer_count
5	23516905	left	81	71	10	81
5	23516906	left	81	0	81	81
5	23516907	left	81	0	81	81
5	23516908	left	81	0	81	81
5	23516909	left	81	0	81	81
5	23516910	left	81	0	81	81
5	23516911	left	81	0	81	81
5	23516912	left	81	0	81	81
5	23516913	left	81	0	81	81
5	23516914	left	81	0	81	81
5	23516915	left	81	0	81	81
5	23516916	left	81	0	81	81
5	23516917	left	81	0	81	81
5	23516918	left	79	0	79	79
5	23516919	left	81	0	81	81
5	23516920	left	81	0	81	81
5	23516921	left	81	0	81	81
5	23516922	left	81	0	81	81
5	23516923	left	81	0	81	81
5	23516924	left	81	0	81	81
5	23516925	left	81	0	81	81
5	23516926	left	81	0	81	81
5	23516927	left	81	0	81	81
5	23516928	left	81	0	81	81
5	23516929	left	81	0	81	81
5	23516930	left	81	0	81	81
5	23516931	left	81	0	81	81
5	23516932	left	81	0	81	81
5	23516933	left	81	0	81	81
5	23516934	left	81	0	81	81
5	23516935	left	81	0	81	81
5	23516936	left	81	0	81	81
5	23516937	left	81	0	81	81
5	23516938	left	81	0	81	81
5	23516939	left	81	0	81	81
5	23516940	left	81	0	81	81
5	23516941	left	81	0	81	81
5	23516942	left	81	0	81	81
5	23516943	left	81	0	81	81
5	23516944	left	81	0	81	81
5	23516945	left	81	0	81	81
5	23516946	left	81	0	81	81
5	23516947	left	81	0	81	81
5	23516948	left	81	0	81	81
5	23516949	left	81	0	81	81
5	23516950	left	81	0	81	81
5	23516951	left	81	0	81	81
5	23516952	left	81	0	81	81
5	23516953	left	81	0	81	81
5	23516954	left	81	0	81	81
5	23516955	left	81	0	81	81
5	23516956	left	81	0	81	81
5	23516957	left	81	0	81	81
5	23516958	left	81	0	81	81
5	23516959	left	81	0	81	81
5	23516960	left	81	0	81	81
5	23516961	left	81	0	81	81
5	23516962	left	81	0	81	81
5	23516963	left	81	0	81	81
5	23516964	left	81	0	81	81
5	23516965	left	81	0	81	81
5	23516966	left	81	0	81	81
5	23516967	left	81	0	81	81
5	23516968	left	81	0	81	81
5	23516969	left	81	0	81	81
5	23516970	left	79	0	79	79
5	23516971	left	81	0	81	81
5	23516972	left	81	0	81	81
5	23516973	left	81	0	81	81
5	23516974	left	81	0	81	81
5	23516975	left	81	0	81	81
5	23516976	left	81	0	81	81
5	23516977	left	81	77	4	81
5	23516978	left	81	77	4	81
5	23516979	left	81	77	4	81
5	23516980	left	81	76	5	81
5	23516981	left	81	76	5	81
5	23516982	left	81	75	6	81
5	23516983	left	81	75	6	81
5	23516984	left	81	75	6	81
5	23516985	left	81	76	5	81
5	23516986	left	81	76	5	81
5	23516987	left	81	76	5	81
5	23516988	left	81	76	5	81
5	23516989	left	81	76	5	81
5	23516990	left	81	76	5	81
5	23516991	left	81	76	5	81
5	23516992	left	81	76	5	81
5	23516993	left	81	76	5	81
5	23516994	left	81	76	5	81
5	23516995	left	81	76	5	81
5	23516996	left	81	76	5	81
5	23516997	left	81	76	5	81
5	23516998	left	81	75	6	81
5	23516999	left	81	75	6	81
5	23517000	left	81	74	7	81
5	23517001	left	81	73	8	81
5	23517002	left	81	73	8	81
5	23517003	left	81	73	8	81
5	23517004	left	81	73	8	81
5	23517005	left	80	74	6	80
5	23517006	left	81	75	6	81
5	23517007	left	81	74	7	81
5	23517008	left	81	74	7	81
5	23517009	left	81	74	7	81
5	23517010	left	81	74	7	81
5	23517011	left	81	74	7	81
5	23517012	left	81	74	7	81
5	23517013	left	81	74	7	81
5	23517014	left	81	74	7	81
5	23517015	left	81	74	7	81
5	23517016	left	81	74	7	81
5	23517017	left	81	72	9	81
5	23517018	left	81	72	9	81
5	23517019	left	81	72	9	81
5	23517020	left	81	72	9	81
5	23517021	left	81	72	9	81
5	23517022	left	81	72	9	81
5	23517023	left	81	72	9	81
5	23517024	left	81	70	11	81
5	23517025	left	81	70	11	81
5	23517026	left	81	70	11	81
5	23517027	left	81	68	13	81
5	23517028	left	81	67	14	81
5	23517029	left	81	67	14	81
5	23517030	left	81	67	14	81
5	23517031	left	81	67	14	81
5	23517032	left	81	66	15	81
5	23517033	left	81	66	15	81
5	23517034	left	81	66	15	81
5	23517035	left	81	65	16	81
5	23517036	left	81	65	16	81
5	23517037	left	81	65	16	81
5	23517038	left	81	65	16	81
5	23517039	left	81	65	16	81
5	23517040	left	81	65	16	81
5	23517041	left	81	62	19	81
5	23517042	left	81	62	19	81
5	23517043	left	81	62	19	81
5	23517044	left	81	62	19	81
5	23517045	left	81	63	18	81
5	23517046	left	81	62	19	81
5	23517047	left	81	62	19	81
5	23517048	left	81	62	19	81
5	23517049	left	81	62	19	81
5	23517050	left	81	62	19	81
5	23517051	left	80	61	19	80
5	23517052	left	81	0	81	81
5	23517053	left	81	0	81	81
5	23517054	left	81	0	81	81
5	23517055	left	81	0	81	81
5	23517056	left	81	0	81	81
5	23517057	left	81	0	81	81
5	23517058	left	80	0	80	80
5	23517059	left	81	0	81	81
5	23517060	left	81	0	81	81
5	23517061	left	81	0	81	81
5	23517062	left	81	0	81	81
5	23517063	left	81	0	81	81
5	23517064	left	81	0	81	81
5	23517065	left	80	0	80	80
5	23517066	left	81	0	81	81
5	23517067	left	81	0	81	81
5	23517068	left	81	0	81	81
5	23517069	left	81	0	81	81
5	23517070	left	81	0	81	81
5	23517071	left	81	0	81	81
5	23517072	left	81	0	81	81
5	23517073	left	81	0	81	81
5	23517074	left	81	0	81	81
5	23517075	left	81	0	81	81
5	23517076	left	81	0	81	81
5	23517077	left	81	0	81	81
5	23517078	left	81	0	81	81
5	23517079	left	81	0	81	81
5	23517080	left	81	0	81	81
5	23517081	left	81	0	81	81
5	23517082	left	81	0	81	81
5	23517083	left	78	0	78	78
5	23517084	left	81	0	81	81
5	23517085	left	81	0	81	81
5	23517086	left	81	0	81	81
5	23517087	left	81	0	81	81
5	23517088	left	81	0	81	81
5	23517089	left	79	0	79	79
5	23517090	left	81	0	81	81
5	23517091	left	81	0	81	81
5	23517092	left	81	0	81	81
5	23517093	left	81	0	81	81
5	23517094	left	81	0	81	81
5	23517095	left	80	0	80	80
5	23517096	left	80	0	80	80
5	23517097	left	79	0	79	79
5	23517098	left	77	0	77	77
5	23517099	left	80	0	80	80
5	23517100	left	80	0	80	80
5	23517101	left	80	0	80	80
5	23517102	left	82	0	82	82
5	23517103	left	81	0	81	81
5	23517104	left	82	0	82	82
5	23517105	left	81	0	81	81
5	23517106	left	78	0	78	78
5	23517107	left	82	0	82	82
5	23517108	left	82	0	82	82
5	23517109	left	82	0	82	82
5	23517110	left	82	0	82	82
5	23517111	left	82	0	82	82
5	23517112	left	82	0	82	82
5	23517113	left	82	0	82	82
5	23517114	left	82	0	82	82
5	23517115	left	82	0	82	82
5	23517116	left	82	0	82	82
5	23517117	left	82	0	82	82
5	23517118	left	82	0	82	82
5	23517119	left	82	0	82	82
5	23517120	left	82	0	82	82
5	23517121	left	82	0	82	82
5	23517122	left	82	0	82	82
5	23517123	left	82	44	38	82
5	23517124	left	82	44	38	82
5	23517125	left	82	44	38	82
5	23517126	left	82	44	38	82
5	23517127	left	82	45	37	82
5	23517128	left	82	45	37	82
5	23517129	left	82	45	37	82
5	23517130	left	82	45	37	82
5	23517131	left	82	45	37	82
5	23517132	left	82	45	37	82
5	23517133	left	82	45	37	82
5	23517134	left	82	45	37	82
5	23517135	left	81	45	36	81
5	23517136	left	82	46	36	82
5	23517137	left	82	46	36	82
5	23517138	left	82	46	36	82
5	23517139	left	82	46	36	82
5	23517140	left	82	46	36	82
5	23517141	left	82	45	37	82
5	23517142	left	82	45	37	82
5	23517143	left	81	45	36	81
5	23517144	left	82	45	37	82
5	23517145	left	82	45	37	82
5	23517146	left	82	45	37	82
5	23517147	left	82	45	37	82
5	23517148	left	82	45	37	82
5	23517149	left	82	45	37	82
5	23517150	left	82	45	37	82
5	23517151	left	82	45	37	82
5	23517152	left	82	45	37	82
5	23517153	left	82	45	37	82
5	23517154	left	82	45	37	82
5	23517155	left	82	45	37	82
5	23517156	left	82	45	37	82
5	23517157	left	82	45	37	82
5	23517158	left	82	45	37	82
5	23517159	left	82	45	37	82
5	23517160	left	82	45	37	82
5	23517161	left	82	45	37	82
5	23517162	left	82	45	37	82
5	23517163	left	82	45	37	82
5	23517164	left	82	43	39	82
5	23517165	left	82	43	39	82
5	23517166	left	82	43	39	82
5	23517167	left	81	43	38	81
5	23517168	left	82	43	39	82
5	23517169	left	82	43	39	82
5	23517170	left	82	44	38	82
5	23517171	left	82	44	38	82
5	23517172	left	82	44	38	82
5	23517173	left	82	44	38	82
5	23517174	left	82	44	38	82
5	23517175	left	81	44	37	81
5	23517176	left	82	44	38	82
5	23517177	left	82	44	38	82
5	23517178	left	82	44	38	82
5	23517179	left	82	44	38	82
5	23517180	left	81	44	37	81
5	23517181	left	82	44	38	82
5	23517182	left	82	44	38	82
5	23517183	left	81	44	37	81
5	23517184	left	82	44	38	82
5	23517185	left	82	44	38	82
5	23517186	left	82	44	38	82
5	23517187	left	82	44	38	82
5	23517188	left	82	44	38	82
5	23517189	left	82	44	38	82
5	23517190	left	82	44	38	82
5	23517191	left	82	44	37	81
5	23517192	left	82	44	37	81
5	23517193	left	82	75	6	81
5	23517194	left	82	74	7	81
5	23517195	left	82	74	7	81
5	23517196	left	82	74	7	81
5	23517197	left	82	74	7	81
5	23517198	left	82	74	7	81
5	23517199	left	82	74	7	81
5	23517200	left	82	74	7	81
5	23517201	left	82	74	7	81
5	23517202	left	82	74	7	81
5	23517203	left	82	74	7	81
5	23517204	left	82	74	7	81
5	23517205	left	82	74	7	81
5	23517206	left	82	74	7	81
5	23517207	left	82	74	7	81
5	23517208	left	82	74	7	81
5	23517209	left	82	67	14	81
5	23517210	left	81	53	27	80
5	23517211	left	82	53	28	81
5	23517212	left	82	52	29	81
5	23517213	left	82	52	28	80
5	23517214	left	82	52	28	80
5	23517215	left	82	52	28	80
5	23517216	left	82	52	28	80
5	23517217	left	82	52	28	80
5	23517218	left	82	52	28	80
5	23517219	left	81	52	27	79
5	23517220	left	82	49	31	80
5	23517221	left	82	45	35	80
5	23517222	left	82	45	35	80
5	23517223	left	82	45	35	80
5	23517224	left	82	45	35	80
5	23517225	left	82	45	35	80
5	23517226	left	82	45	35	80
5	23517227	left	82	45	35	80
5	23517228	left	82	45	35	80
5	23517229	left	82	45	35	80
5	23517230	left	82	44	36	80
5	23517231	left	82	44	36	80
5	23517232	left	82	44	36	80
5	23517233	left	80	44	34	78
5	23517234	left	82	44	36	80
5	23517235	left	82	44	36	80
5	23517236	left	81	44	35	79
5	23517237	left	82	44	36	80
5	23517238	left	82	44	36	80
5	23517239	left	82	44	36	80
5	23517240	left	82	44	36	80
5	23517241	left	82	41	39	80
5	23517242	left	82	41	39	80
5	23517243	left	82	41	39	80
5	23517244	left	82	41	39	80
5	23517245	left	82	41	39	80
5	23517246	left	82	41	39	80
5	23517247	left	82	41	39	80
5	23517248	left	82	41	39	80
5	23517249	left	82	41	39	80
5	23517250	left	82	41	39	80
5	23517251	left	82	41	39	80
5	23517252	left	82	41	39	80
5	23517253	left	82	41	39	80
5	23517254	left	82	41	39	80
5	23517255	left	82	41	39	80
5	23517256	left	82	41	39	80
5	23517257	left	82	41	39	80
5	23517258	left	82	41	39	80
5	23517259	left	82	41	39	80
5	23517260	left	81	41	39	80
5	23517261	left	72	55	16	71
5	23517262	left	81	62	18	80
5	23517263	left	81	62	18	80
5	23517264	left	81	63	17	80
5	23517265	left	81	61	19	80
5	23517266	left	82	62	19	81
5	23517267	left	82	62	19	81
5	23517268	left	82	62	19	81
5	23517269	left	82	62	19	81
5	23517270	left	82	62	19	81
5	23517271	left	82	62	19	81
5	23517272	left	82	62	19	81
5	23517273	left	82	62	19	81
5	23517274	left	82	62	19	81
5	23517275	left	82	62	19	81
5	23517276	left	82	62	19	81
5	23517277	left	82	62	19	81
5	23517278	left	82	62	19	81
5	23517279	left	82	61	20	81
5	23517280	left	81	62	19	81
5	23517281	left	81	62	19	81
5	23517282	left	81	62	19	81
5	23517283	left	81	62	19	81
5	23517284	left	76	66	10	76
5	23517285	left	81	71	10	81
5	23517286	left	81	71	10	81
5	23517287	left	81	71	10	81
5	23517288	left	81	71	10	81
5	23517289	left	81	71	10	81
5	23517290	left	81	71	10	81
5	23517291	left	81	71	10	81
5	23517292	left	81	72	9	81
5	23517293	left	81	72	9	81
5	23517294	left	81	72	9	81
5	23517295	left	81	72	9	81
5	23517296	left	81	72	9	81
5	23517297	left	78	72	6	78
5	23517298	left	81	74	7	81
5	23517299	left	81	74	7	81
5	23517300	left	81	74	7	81
5	23517301	left	81	74	7	81
5	23517302	left	81	74	7	81
5	23517303	left	81	74	7	81
5	23517304	left	81	74	7	81
5	23517305	left	81	74	7	81
5	23517306	left	81	74	7	81
5	23517307	left	78	73	5	78
5	23517308	left	81	75	6	81
5	23517309	left	81	75	6	81
5	23517310	left	81	75	6	81
5	23517311	left	81	74	7	81
5	23517312	left	81	74	7	81
5	23517313	left	81	74	7	81
5	23517314	left	81	74	7	81
5	23517315	left	81	74	7	81
5	23517316	left	81	72	9	81
5	23517317	left	81	72	9	81
5	23517318	left	81	72	9	81
5	23517319	left	81	72	9	81
5	23517320	left	81	72	9	81
5	23517321	left	81	72	9	81
5	23517322	left	81	72	9	81
5	23517323	left	81	72	9	81
5	23517324	left	81	72	9	81
5	23517325	left	81	72	9	81
5	23517326	left	81	72	9	81
5	23517327	left	81	72	9	81
5	23517328	left	81	72	9	81
5	23517329	left	81	72	9	81
5	23517330	left	81	72	9	81
5	23517331	left	81	72	9	81
5	23517332	left	81	72	9	81
5	23517333	left	81	72	9	81
5	23517334	left	79	72	7	79
5	23517335	left	81	73	7	80
5	23517336	left	81	73	7	80
5	23517337	left	81	73	7	80
5	23517338	left	81	73	7	80
5	23517339	left	81	73	7	80
5	23517340	left	81	73	7	80
5	23517341	left	81	73	7	80
5	23517342	left	81	73	7	80
5	23517343	left	81	73	7	80
5	23517344	left	81	73	7	80
5	23517345	left	81	73	7	80
5	23517346	left	81	73	7	80
5	23517347	left	81	73	7	80
5	23517348	left	81	73	7	80
5	23517349	left	80	73	6	79
5	23517350	left	81	74	6	80
5	23517351	left	81	74	6	80
5	23517352	left	81	74	6	80
5	23517353	left	81	74	6	80
5	23517354	left	81	75	5	80
5	23517355	left	81	75	5	80
5	23517356	left	81	75	5	80
5	23517357	left	81	75	5	80
5	23517358	left	82	76	5	81
5	23517359	left	82	76	5	81
5	23517360	left	82	76	5	81
5	23517361	left	82	76	5	81
5	23517362	left	82	76	5	81
5	23517363	left	82	76	5	81
5	23517364	left	82	76	5	81
5	23517365	left	82	75	6	81
5	23517366	left	82	75	6	81
5	23517367	left	82	75	6	81
5	23517368	left	82	75	6	81
5	23517369	left	82	75	6	81
5	23517370	left	82	75	6	81
5	23517371	left	82	75	6	81
5	23517372	left	82	75	6	81
5	23517373	left	82	75	6	81
5	23517374	left	82	75	6	81
5	23517375	left	82	75	6	81
5	23517376	left	82	75	6	81
5	23517377	left	81	75	5	80
5	23517378	left	82	76	5	81
5	23517379	left	82	76	5	81
5	23517380	left	82	76	5	81
5	23517381	left	82	75	6	81
5	23517382	left	80	76	3	79
5	23517383	left	82	78	3	81
5	23517384	left	82	78	3	81
5	23517385	left	82	78	3	81
5	23517386	left	82	78	3	81
5	23517387	left	82	78	3	81
5	23517388	left	82	78	3	81
5	23517389	left	82	78	3	81
5	23517390	left	82	78	3	81
5	23517391	left	82	78	3	81
5	23517392	left	82	77	4	81
5	23517393	left	82	77	4	81
5	23517394	left	82	77	4	81
5	23517395	left	82	77	4	81
5	23517396	left	82	77	4	81
5	23517397	left	82	77	4	81
5	23517398	left	82	77	4	81
5	23517399	left	82	77	4	81
5	23517400	left	82	77	4	81
5	23517401	left	82	77	4	81
5	23517402	left	82	77	4	81
5	23517403	left	82	77	4	81
5	23517404	left	82	77	4	81
5	23517405	left	81	77	4	81
5	23517406	left	81	76	5	81
5	23517407	left	81	76	5	81
5	23517408	left	81	76	5	81
5	23517409	left	81	76	5	81
5	23517410	left	80	76	4	80
5	23517411	left	81	77	4	81
5	23517412	left	81	77	4	81
5	23517413	left	81	77	4	81
5	23517414	left	81	76	5	81
5	23517415	left	81	76	5	81
5	23517416	left	81	76	5	81
5	23517417	left	81	76	5	81
5	23517418	left	81	76	5	81
5	23517419	left	81	76	5	81
5	23517420	left	81	76	5	81
5	23517421	left	81	76	5	81
5	23517422	left	81	75	5	80
5	23517423	left	81	75	5	80
5	23517424	left	81	75	5	80
5	23517425	left	81	75	5	80
5	23517426	left	81	75	5	80
5	23517427	left	81	75	5	80
5	23517428	left	81	75	5	80
5	23517429	left	81	75	5	80
5	23517430	left	81	75	5	80
5	23517431	left	81	75	5	80
5	23517432	left	81	75	5	80
5	23517433	left	80	75	4	79
5	23517434	left	81	76	4	80
5	23517435	left	81	76	4	80
5	23517436	left	81	76	4	80
5	23517437	left	81	76	4	80
5	23517438	left	81	76	4	80
5	23517439	left	81	76	4	80
5	23517440	left	81	76	4	80
5	23517441	left	81	76	4	80
5	23517442	left	81	76	4	80
5	23517443	left	81	76	4	80
5	23517444	left	81	76	4	80
5	23517445	left	81	76	4	80
5	23517446	left	81	76	4	80
5	23517447	left	81	77	3	80
5	23517448	left	81	77	3	80
5	23517449	left	81	77	3	80
5	23517450	left	81	77	3	80
5	23517451	left	81	77	3	80
5	23517452	left	81	77	3	80
5	23517453	left	81	77	3	80
5	23517454	left	81	77	3	80
5	23517455	left	81	77	3	80
5	23517456	left	80	76	3	79
5	23517457	left	81	77	3	80
5	23517458	left	81	77	3	80
5	23517459	left	81	77	3	80
5	23517460	left	81	77	3	80
5	23517461	left	81	77	3	80
5	23517462	left	81	77	3	80
5	23517463	left	81	77	3	80
5	23517464	left	81	77	3	80
5	23517465	left	81	76	4	80
5	23517466	left	81	76	4	80
5	23517467	left	81	76	4	80
5	23517468	left	81	76	4	80
5	23517469	left	81	76	4	80
5	23517470	left	81	76	4	80
5	23517471	left	81	76	4	80
5	23517472	left	81	76	4	80
5	23517473	left	80	76	3	79
5	23517474	left	81	76	4	80
5	23517475	left	81	76	4	80
5	23517476	left	81	76	4	80
5	23517477	left	81	76	4	80
5	23517478	left	81	76	4	80
5	23517479	left	81	76	4	80
5	23517480	left	81	76	4	80
5	23517481	left	81	76	4	80
5	23517482	left	81	76	4	80
5	23517483	left	81	76	4	80
5	23517484	left	80	76	3	79
5	23517485	left	81	76	4	80
5	23517486	left	81	75	5	80
5	23517487	left	82	76	5	81
5	23517488	left	81	76	4	80
5	23517489	left	82	77	4	81
5	23517490	left	82	77	4	81
5	23517491	left	82	77	4	81
5	23517492	left	81	77	4	81
5	23517493	left	81	77	4	81
5	23517494	left	81	77	4	81
5	23517495	left	81	77	4	81
5	23517496	left	81	77	4	81
5	23517497	left	81	77	4	81
5	23517498	left	81	77	4	81
5	23517499	left	81	77	4	81
5	23517500	left	81	77	4	81
5	23517501	left	81	77	4	81
5	23517502	left	81	77	4	81
5	23517503	left	81	77	4	81
5	23517504	left	81	77	4	81
5	23517505	left	81	77	4	81
5	23517506	left	81	77	4	81
5	23517507	left	81	77	4	81
5	23517508	left	81	77	4	81
5	23517509	left	81	76	5	81
5	23517510	left	81	76	5	81
5	23517511	left	81	76	5	81
5	23517512	left	81	76	5	81
5	23517513	left	81	76	5	81
5	23517514	left	81	76	5	81
5	23517515	left	81	76	5	81
5	23517516	left	81	76	5	81
5	23517517	left	81	76	5	81
5	23517518	left	81	76	5	81
5	23517519	left	81	76	5	81
5	23517520	left	81	76	5	81
5	23517521	left	81	76	5	81
5	23517522	left	81	77	4	81
5	23517523	left	81	77	4	81
5	23517524	left	81	77	4	81
5	23517525	left	81	76	5	81
5	23517526	left	81	76	5	81
5	23517527	left	81	76	5	81
5	23517528	left	80	76	4	80
5	23517529	left	81	76	5	81
5	23517530	left	81	75	6	81
5	23517531	left	81	74	7	81
5	23517532	left	81	74	7	81
5	23517533	left	80	74	6	80
5	23517534	left	81	74	7	81
5	23517535	left	81	74	7	81
5	23517536	left	81	74	7	81
5	23517537	left	81	74	7	81
5	23517538	left	81	74	7	81
5	23517539	left	81	74	7	81
5	23517540	left	81	74	7	81
5	23517541	left	81	74	7	81
5	23517542	left	81	74	7	81
5	23517543	left	81	74	7	81
5	23517544	left	81	72	9	81
5	23517545	left	81	72	9	81
5	23517546	left	81	70	11	81
5	23517547	left	81	70	11	81
5	23517548	left	81	70	11	81
5	23517549	left	81	70	11	81
5	23517550	left	81	70	11	81
5	23517551	left	81	70	11	81
5	23517552	left	81	70	11	81
5	23517553	left	81	70	11	81
5	23517554	left	81	70	11	81
5	23517555	left	80	71	9	80
5	23517556	left	81	71	10	81
5	23517557	left	81	71	10	81
5	23517558	left	81	71	10	81
5	23517559	left	81	71	10	81
5	23517560	left	81	71	10	81
5	23517561	left	81	71	10	81
5	23517562	left	81	71	10	81
5	23517563	left	81	71	10	81
5	23517564	left	81	71	10	81
5	23517565	left	81	71	10	81
5	23517566	left	81	71	10	81
5	23517567	left	81	71	10	81
5	23517568	left	81	71	10	81
5	23517569	left	81	71	10	81
5	23517570	left	81	71	10	81
5	23517571	left	81	71	10	81
5	23517572	left	81	71	10	81
5	23517573	left	81	71	10	81
5	23517574	left	81	71	10	81
5	23517575	left	81	71	10	81
5	23517576	left	81	71	10	81
5	23517577	left	81	71	10	81
5	23517578	left	80	71	9	80
5	23517579	left	81	72	9	81
5	23517580	left	81	72	9	81
5	23517581	left	81	72	9	81
5	23517582	left	81	71	10	81
5	23517583	left	81	71	10	81
5	23517584	left	81	71	10	81
5	23517585	left	81	71	10	81
5	23517586	left	81	71	10	81
5	23517587	left	81	71	10	81
5	23517588	left	81	71	10	81
5	23517589	left	81	71	10	81
5	23517590	left	81	71	10	81
5	23517591	left	81	71	10	81
5	23517592	left	81	71	10	81
5	23517593	left	81	71	10	81
5	23517594	left	81	71	10	81
5	23517595	left	81	72	9	81
5	23517596	left	81	72	9	81
5	23517597	left	81	72	9	81
5	23517598	left	80	72	8	80
5	23517599	left	81	73	8	81
5	23517600	left	81	73	8	81
5	23517601	left	81	73	8	81
5	23517602	left	81	73	8	81
5	23517603	left	79	73	6	79
5	23517604	left	81	74	7	81
5	23517605	left	81	74	7	81
5	23517606	left	81	74	7	81
5	23517607	left	81	74	7	81
5	23517608	left	81	74	7	81
5	23517609	left	81	74	7	81
5	23517610	left	81	74	7	81
5	23517611	left	81	74	7	81
5	23517612	left	81	75	6	81
5	23517613	left	81	75	6	81
5	23517614	left	79	75	4	79
5	23517615	left	81	77	4	81
5	23517616	left	81	77	4	81
5	23517617	left	81	77	4	81
5	23517618	left	81	78	3	81
5	23517619	left	81	78	3	81
5	23517620	left	81	78	3	81
5	23517621	left	82	79	3	82
5	23517622	left	82	80	2	82
5	23517623	left	82	80	2	82
5	23517624	left	82	80	2	82
5	23517625	left	82	80	2	82
5	23517626	left	82	80	2	82
5	23517627	left	82	79	3	82
5	23517628	left	82	79	3	82
5	23517629	left	82	79	3	82
5	23517630	left	82	79	3	82
5	23517631	left	83	80	3	83
5	23517632	left	83	80	3	83
5	23517633	left	83	80	3	83
5	23517634	left	83	80	3	83
5	23517635	left	83	80	3	83
5	23517636	left	83	80	3	83
5	23517637	left	83	80	3	83
5	23517638	left	83	80	3	83
5	23517639	left	83	80	3	83
5	23517640	left	83	80	3	83
5	23517641	left	83	80	3	83
5	23517642	left	83	80	3	83
5	23517643	left	83	80	3	83
5	23517644	left	83	80	3	83
5	23517645	left	83	81	2	83
5	23517646	left	83	81	2	83
5	23517647	left	83	81	2	83
5	23517648	left	83	81	2	83
5	23517649	left	83	81	2	83
5	23517650	left	83	81	2	83
5	23517651	left	83	81	2	83
5	23517652	left	83	80	3	83
